CC3,Risk Assessment,. ,CC3.3,The entity considers the potential for fraud in assessing risks to the achievement of objectives. (COSO Principle 8),"Points of Focus:
– Considers Various Types of Fraud: The assessment of fraud considers fraudulent reporting, possible loss of assets, and corruption resulting from the various ways that fraud and misconduct can occur.
– Assesses Incentives and Pressures: The assessment of fraud risks considers incentives and pressures.
– Assesses Opportunities: The assessment of fraud risk considers opportunities for unauthorized acquisition, use, or disposal of assets, altering the entity's reporting records, or committing other inappropriate acts.
– Assesses Attitudes and Rationalizations: The assessment of fraud risk considers how management and other personnel might engage in or justify inappropriate actions.
– Considers the Risks Related to the Use of IT and Access to Information: The assessment of fraud risks includes consideration of internal and external threats and vulnerabilities that arise specifically from the use of IT and access to information.",.
CC3,Risk Assessment,. ,CC3.4,The entity identifies and assesses changes that could significantly impact the system of internal control. (COSO Principle 9),"Points of Focus:
– Assesses Changes in the External Environment: The risk identification process considers changes to the regulatory, economic, and physical environment in which the entity operates.
– Assesses Changes in the Business Model: The entity considers the potential impacts of new business lines, dramatically altered compositions of existing business lines, acquired or divested business operations on the system of internal control, rapid growth, changing reliance on foreign geographies, and new technologies.
– Assesses Changes in Leadership: The entity considers changes in management and respective attitudes and philosophies on the system of internal control.
– Assess Changes in Systems and Technology: The risk identification process considers changes arising from changes in the entity's systems and changes in the technology environment.
– Assess Changes in Vendor and Business Partner Relationships: The risk identification process considers changes in vendor and business partner relationships.
– Assesses Changes in Threats and Vulnerabilities - The risk identification process assesses changes in (1) internal and external threats to and vulnerabilities of the components of the entity�s systems and (2) the likelihood and magnitude of the resultant risks to the achievement of the entity�s objectives.",.
CC4,Monitoring Activities,.,CC4.1,"The entity selects, develops, and performs ongoing and/or separate evaluations to ascertain whether the components of internal control are present and functioning. (COSO Principle 16)","Points of Focus:
– Considers a Mix of Ongoing and Separate Evaluations: Management includes a balance of ongoing and separate evaluations.
– Considers Rate of Change: Management considers the rate of change in business and business processes when selecting and developing ongoing and separate evaluations.
– Establishes Baseline Understanding: The design and current state of an internal control system are used to establish a baseline for ongoing and separate evaluations.
– Uses Knowledgeable Personnel: Evaluators performing ongoing and separate evaluations have sufficient knowledge to understand what is being evaluated.
– Integrates With Business Processes: Ongoing evaluations are built into the business processes and adjust to changing conditions.
– Adjusts Scope and Frequency: Management varies the scope and frequency of separate evaluations depending on risk.
– Objectively Evaluates: Separate evaluations are performed periodically to provide objective feedback.
– Considers Different Types of Ongoing and Separate Evaluations - Management uses a variety of ongoing and separate risk and control evaluations to determine whether internal controls are present and functioning. Depending on the entity�s objectives, such risk and control evaluations may include first- and second-line monitoring and control testing, internal audit assessments, compliance assessments, resilience assessments, vulnerability scans, security assessment, penetration testing, and third-party assessments.
",.
CC4,Monitoring Activities,.,CC4.2,"The entity evaluates and communicates internal control deficiencies in a timely manner to those parties responsible for taking corrective action, including senior management and the board of directors, as appropriate. (COSO Principle 17)","Points of Focus:
– Assesses Results: Management and the board of directors, as appropriate, assess results of ongoing and separate evaluations.
– Communicates Deficiencies: Deficiencies are communicated to parties responsible for taking corrective action and to senior management and the board of directors, as appropriate.
– Monitors Corrective Action: Management tracks whether deficiencies are remedied on a timely basis.",.
CC5,Control Activities,.,CC5.1,The entity selects and develops control activities that contribute to the mitigation of risks to the achievement of objectives to acceptable levels. (COSO Principle 10),"Points of Focus:
– Integrates With Risk Assessment: Control activities help ensure that risk responses that address and mitigate risks are carried out.
– Considers Entity-Specific Factors: Management considers how the environment, complexity, nature, and scope of its operations, as well as the specific characteristics of its organization, affect the selection and development of control activities.
– Determines Relevant Business Processes: Management determines which relevant business processes require control activities.
– Evaluates a Mix of Control Activity Types: Control activities include a range and variety of controls and may include a balance of approaches to mitigate risks, considering both manual and automated controls, and preventive and detective controls.
– Considers at What Level Activities Are Applied: Management considers control activities at various levels in the entity.
– Addresses Segregation of Duties: Management segregates incompatible duties, and where such segregation is not practical, management selects and develops alternative control activities.",.
CC5,Control Activities,.,CC5.2,The entity also selects and develops general control activities over technology to support the achievement of objectives. (COSO Principle 11),"Points of Focus:
– Determines Dependency Between the Use of Technology in Business Processes and Technology General Controls: Management understands and determines the dependency and linkage between business processes, automated control activities, and technology general controls.
– Establishes Relevant Technology Infrastructure Control Activities: Management selects and develops control activities over the technology infrastructure, which are designed and implemented to help ensure the completeness, accuracy, and availability of technology processing.
– Establishes Relevant Security Management Process Controls Activities: Management selects and develops control activities that are designed and implemented to restrict technology access rights to authorized users commensurate with their job
responsibilities and to protect the entity's assets from external threats.
– Establishes Relevant Technology Acquisition, Development, and Maintenance Process Control Activities: Management selects and develops control activities over the acquisition, development, and maintenance of technology and its infrastructure to achieve management's objectives.",.
CC5,Control Activities,.,CC5.3,The entity deploys control activities through policies that establish what is expected and in procedures that put policies into action. (COSO Principle 12),"Points of Focus:
– Establishes Policies and Procedures to Support Deployment of Management's Directives: Management establishes control activities that are built into business processes and employees' day-to-day activities through policies establishing what is expected and relevant procedures specifying actions.
– Establishes Responsibility and Accountability for Executing Policies and Procedures: Management establishes responsibility and accountability for control activities with management (or other designated personnel) of the business unit or function in which the relevant risks reside.
– Performs in a Timely Manner: Responsible personnel perform control activities in a timely manner as defined by the policies and procedures.
– Takes Corrective Action: Responsible personnel investigate and act on matters identified as a result of executing control activities.
– Performs Using Competent Personnel: Competent personnel with sufficient authority perform control activities with diligence and continuing focus.
– Reassesses Policies and Procedures: Management periodically reviews control activities to determine their continued relevance and refreshes them when necessary.",.
CC6,Logical and Physical Access Controls,.,CC6.1,"The entity implements logical access security software, infrastructure, and architectures over protected information assets to protect them from security events to meet the entity’s objectives.","Points of Focus:
– Identifies and Manages the Inventory of Information Assets: The entity identifies, inventories, classifies, and manages information assets (for example, infrastructure, software, and data).
– Assesses New Architectures - The entity identifies new system architectures and assesses their security prior to implementation into the system environment.
– Restricts Logical Access: The entity restricts logical access to information assets, including infrastructure (for example, server, storage, network elements, APIs, and endpoint devices), software, and data (at rest, during processing, or in transmission) through the use of access control software, rule sets, and standard configuration hardening processes.
– Identifies and Authenticates Users: The entity identifies and authenticates persons, infrastructure, and software prior to accessing information assets, whether locally or remotely. The entity uses more complex or advanced user authentication techniques such as multifactor authentication when such protections are deemed appropriate based on its risk mitigation strategy.
– Considers Network Segmentation: The entity uses network segmentation, zero trust architectures, and other techniques to isolate unrelated portions of the entity's information technology from each other based on the entity�s risk mitigation strategy.
– Manages Points of Access: Points of access by outside entities and the types of data that flow through the points of access are identified, inventoried, and managed. The types of individuals and systems using each point of access are identified, documented, and managed.
– Restricts Access to Information Assets: Combinations of data classification, separate data structures, port restrictions, access protocol restrictions, user identification, and digital certificates are used to establish access control rules and configuration standards for information assets.
– Manages Identification and Authentication: Identification and authentication requirements are established, documented, and managed for individuals and systems accessing entity information, infrastructure and software.
– Manages Credentials for Infrastructure and Software: New internal and external infrastructure and software are registered, authorized, and documented prior to being granted access credentials and implemented on the network or access point. Credentials are removed and access is disabled when access is no longer required or the infrastructure and software are no longer in use.
– Uses Encryption to Protect Data: The entity uses encryption to protect data (at rest, during processing, or in transmission), when such protections are deemed appropriate based on the entity�s risk mitigation strategy.
– Protects Cryptographic Keys: The entity protects cryptographic keys during generation, storage, use, and destruction. Cryptographic modules, algorithms, key lengths, and architectures are appropriate based on the entity�s risk mitigation strategy.
– Restricts Access to and Use of Confidential Information for Identified Purposes - Logical access to and use of confidential information is restricted to identified purposes.
– (Privacy Criteria Only) - Restricts Access to and the Use of Personal Information - Logical access to and use of personal information is restricted to authorized personnel who require such access to fulfill the identified purposes to support the achievement of the entity�s objectives related to privacy.",.
CC6,Logical and Physical Access Controls,.,CC6.2,"Prior to issuing system credentials and granting system access, the entity registers and authorizes new internal and external users whose access is administered by the entity. For those users whose access is administered by the entity, user system credentials are removed when user access is no longer authorized.","Points of Focus:
– Creates Access Credentials to Protected Information Assets �The entity creates credentials for accessing protected information assets based on an authorization from the system's asset owner or authorized custodian. Authorization is required for the creation of all types of credentials of individuals (for example, employees, contractors, vendors, and business partner personnel), systems, and software.
– Reviews Validity of Access Credentials - The entity reviews access credentials on a periodic basis for validity (for example, employees, contractors, vendors, and business partner personnel) and inappropriate system or service accounts.
– Prevents the Use of Credentials When No Longer Valid - Processes are in place to disable, destroy, or otherwise prevent the use of access credentials when no longer valid.",.
CC6,Logical and Physical Access Controls,.,CC6.3,"The entity authorizes, modifies, or removes access to data, software, functions, and other protected information assets based on roles, responsibilities, or the system design and changes, giving consideration to the concepts of least privilege and segregation of duties, to meet the entity’s objectives.","Points of Focus:
– Creates or Modifies Access to Protected Information Assets: Processes are in place to create or modify access to protected information assets based on authorization from the asset's owner. 
– Removes Access to Protected Information Assets: Processes are in place to remove access to protected information assets when no longer required.
– Uses Access Control Structures - The entity uses access control structures, such as role-based access controls, to restrict access to protected information assets, limit privileges, and support segregation of incompatible functions.
– Reviews Access Roles and Rules - The appropriateness of access roles and access rules is reviewed on a periodic basis for unnecessary and inappropriate individuals (for example, employees, contractors, vendors, business partner personnel) and inappropriate system or service accounts. Access roles and rules are modified, as appropriate.",.
CC6,Logical and Physical Access Controls,.,CC6.4,"The entity restricts physical access to facilities and protected information assets (for example, data center facilities, backup media storage, and other sensitive locations) to authorized personnel to meet the entity’s objectives.","Points of Focus:
– Creates or Modifies Physical Access - Processes are in place to create or modify physical access by employees, contractors, vendors, and business partner personnel to facilities such as data centers, office spaces, and work areas, based on appropriate authorization.
– Removes Physical Access - Processes are in place to remove physical access to facilities and protected information assets when an employee, contractor, vendor, or business partner no longer requires access.
– Recovers Physical Devices - Processes are in place to recover entity devices (for example, badges, laptops, and mobile devices) when an employee, contractor, vendor, or business partner no longer requires access.
– Reviews Physical Access - Processes are in place to periodically review physical access to help ensure consistency with job responsibilities.",.
CC6,Logical and Physical Access Controls,.,CC6.5,The entity discontinues logical and physical protections over physical assets only after the ability to read or recover data and software from those assets has been diminished and is no longer required to meet the entity’s objectives.,"Points of Focus:
– Removes Data and Software for Disposal - Procedures are in place to remove, delete, or otherwise render data and software inaccessible from physical assets and other devices owned by the entity, its vendors, and employees when the data and software are no longer required on the asset or the asset will no longer be under the control of the entity.",.
CC6,Logical and Physical Access Controls,.,CC6.6,The entity implements logical access security measures to protect against threats from sources outside its system boundaries.,"Points of Focus:
– Restricts Access: The types of activities that can occur through a communication channel (for example, FTP site, router port) are restricted.
– Protects Identification and Authentication Credentials: Identification and authentication credentials are protected during transmission outside its system boundaries.
– Requires Additional Authentication or Credentials: Additional authentication information or credentials are required when accessing the system from outside its boundaries.
– Implements Boundary Protection Systems - Boundary protection systems (for example, firewalls, demilitarized zones, intrusion detection or prevention systems, and endpoint detection and response systems) are configured, implemented, and maintained to protect external access points.",.
CC6,Logical and Physical Access Controls,.,CC6.7,"The entity restricts the transmission, movement, and removal of information to authorized internal and external users and processes, and protects it during transmission, movement, or removal to meet the entity’s objectives.","Points of Focus:
– Restricts the Ability to Perform Transmission: Data loss prevention processes and technologies are used to restrict ability to authorize and execute transmission, movement and removal of information.
– Uses Encryption Technologies or Secure Communication Channels to Protect Data: Encryption technologies or secured communication channels are used to protect transmission of data and other communications beyond connectivity access points.
– Protects Removal Media: Encryption technologies and physical asset protections are used for removable media (such as USB drives and backup tapes), as appropriate.
– Protects Endpoint Devices - Processes and controls are in place to protect endpoint devices (such as mobile devices, laptops, desktops, and sensors).",.
CC6,Logical and Physical Access Controls,.,CC6.8,The entity implements controls to prevent or detect and act upon the introduction of unauthorized or malicious software to meet the entity’s objectives.,"Points of Focus:
– Restricts Installation and Modification of Application and Software - The ability to install and modify applications and software is restricted to authorized individuals. Utility software capable of bypassing normal operating or security procedures is limited to use by authorized individuals and is monitored regularly.
– Detects Unauthorized Changes to Software and Configuration Parameters: Processes are in place to detect changes to software and configuration parameters that may be indicative of unauthorized or malicious software.
– Uses a Defined Change Control Process: A management-defined change control process is used for the implementation of software.
– Uses Antivirus and Anti-Malware Software: Antivirus and anti-malware software on servers and endpoint devices is configured, implemented and maintained to provide for the interception or detection and remediation of malware.
– Scans Information Assets From Outside the Entity for Malware and Other Unauthorized Software - Procedures are in place to scan information assets that have been transferred or returned to the entity�s custody for malware and other unauthorized software. Detected malware or other software is removed prior to connection to the entity�s network.",.
CC7,System Operations,.,CC7.1,"To meet its objectives, the entity uses detection and monitoring procedures to identify (1) changes to configurations that result in the introduction of new vulnerabilities, and (2) susceptibilities to newly discovered vulnerabilities.","Points of Focus:
– Uses Defined Configuration Standards: The entity has defined configuration standards to be used for hardening systems.
– Monitors Infrastructure and Software: The entity monitors infrastructure and software for noncompliance with the standards, which could threaten the achievement of the entity's
objectives.
– Implements Change-Detection Mechanisms: The IT system includes a change-detection mechanism (for example, file integrity monitoring tools) to alert personnel to unauthorized modifications of critical system files, configuration files, or content files.
– Detects Unknown or Unauthorized Components: Procedures are in place to detect the introduction of unknown or unauthorized components.
–� Conducts Vulnerability Scans - The entity conducts infrastructure and software vulnerability scans designed to identify potential vulnerabilities or misconfigurations on a periodic basis and after significant changes are made to the environment. Action is taken to remediate identified deficiencies in a timely manner to support the achievement of the entity�s objectives.",.
CC7,System Operations,.,CC7.2,"The entity monitors system components and the operation of those components for anomalies that are indicative of malicious acts, natural disasters, and errors affecting the entity’s ability to meet its objectives; anomalies are analyzed to determine whether they represent security events.","Points of Focus:

– Implements Detection Policies, Procedures, and Tools: Detection policies, procedures and tools are defined and implemented on Infrastructure and software to
identify potential intrusions, inappropriate access and anomalies in the operation of or unusual activity on systems. Procedures may include—
(1) a defined governance process for security event detection and management;
(2) use of intelligence sources to identify newly discovered threats and vulnerabilities; and
(3) logging of unusual system activities.
– Designs Detection Measures: Detection measures are designed to identify anomalies that could result from actual or attempted 
(1) compromise of physical barriers;
(2) unauthorized actions of authorized personnel;
(3) use of compromised identification and authentication credentials;
(4) unauthorized access from outside the system boundaries;
(5) compromise of authorized external parties; and
(6) implementation or connection of unauthorized hardware and software.
– Implements Filters to Analyze Anomalies: Management has implemented procedures to filter, summarize, and analyze anomalies to identify security events.
– Monitors Detection Tools for Effective Operation: Management has implemented processes to monitor and maintain the effectiveness of detection tools.",.
